1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Rs. 0 Lakh -  5 Croreor select from the ranges below0 - 2 Lakh(6088)2 - 5 Lakh(15315)5 - 8 Lakh(7138)8 - 10 Lakh(1941)10+ Lakh(4262)× Models"
2;"Rs.54.75 Lakh";"Year2017";"KMs Driven26,000";"Fuel TypePetrol";"Seller Typedealer";"TransmissionAutomatic";"OwnerFirst";"Mileage13.0 kmpl";"Engine4951 CC";"Seats4";"ColorRedGear Box6 Speed AutomaticDrive TypeRWDSeating Capacity4Steering TypePowerFront Brake TypeDiscRear Brake TypeDiscTop Speed237.4 KmphAcceleration5.2 SecondsBraking Time38.91mTyre TypeTubeless, RadialAlloy Wheel Size19 InchNo Of Doors2"
3;"Rs.5.25 Lakh";"Year2014";"KMs Driven40,000";"Fuel TypePetrol";"Seller Typedealer";"TransmissionManual";"OwnerFirst";"Mileage13.24 kmpl";"Engine1598 CC";"Seats5";"ColorWhiteGear Box5 SpeedDrive TypeFWDSeating Capacity5Shock AbsorbersTypeCoil Springs Steering TypePowerTurning Radius5.2 metersFront Brake TypeDiscRear Brake TypeDrumTop Speed164 KmphAcceleration11.8 SecondsTyre TypeTubeless TyresWheel Size16 InchNo Of Doors5Cargo Volume475-litres"
4;"Rs.6.5 Lakh";"Year2014";"KMs Driven55,000";"Fuel TypeDiesel";"Seller Typedealer";"TransmissionManual";"OwnerFirst";"Mileage25.47 kmpl";"Engine1248 CC";"Seats7";"ColorBlueGear Box5 SpeedDrive Type2WDSeating Capacity7Steering TypePowerTurning Radius5.2 metresFront Brake TypeVentilated DiscRear Brake TypeDrumTyre TypeTubeless,RadialNo Of Doors5Cargo Volume209 litres"
5;"Rs.8.1 Lakh";"Year2016";"KMs Driven44,600";"Fuel TypeDiesel";"Seller Typedealer";"TransmissionAutomatic";"OwnerFirst";"Mileage21.72 kmpl";"Engine1498 CC";"Seats5";"ColorSilverGear Box7 SpeedDrive TypeFWDSeating Capacity5Steering TypePowerTurning Radius5.3 metersFront Brake TypeDiscRear Brake TypeDrumTop Speed171.92 KmphAcceleration11.41 SecondsBraking Time41.56mTyre TypeTubeless,RadialWheel Size15 InchNo Of Doors4Cargo Volume460-litres"
6;"Rs.5.5 Lakh";"Year2011";"KMs Driven50,000";"Fuel TypeDiesel";"Seller TypeIndividual";"TransmissionAutomatic";"OwnerFirst";"Mileage18.1 kmpl";"Engine1991 CC";"Seats4";"ColorBlackGear Box6 SpeedSeating Capacity4Shock AbsorbersTypeTwin Tube Gas Pressure TypeSteering TypePowerTurning Radius5.4mFront Brake TypeDiscRear Brake TypeDiscTyre TypeTubeless,RadialWheel Size6.5Jx16 Alloy Wheel Size16 InchNo Of Doors5"
7;"Rs.9 Lakh";"Year2016";"KMs Driven42,000";"Fuel TypeDiesel";"Seller TypeIndividual";"TransmissionAutomatic";"OwnerFirst";"Mileage19.6 kmpl";"Engine1461 CC";"Seats5";"ColorBlackGear Box6 SpeedDrive TypeFWDSeating Capacity5Shock AbsorbersTypeDouble ActingSteering TypePowerTurning Radius5.2 metresFront Brake TypeDiscRear Brake TypeDrumTop Speed168 KmphAcceleration12.5 SecondsTyre TypeTubeless,RadialAlloy Wheel Size16 InchNo Of Doors5Cargo Volume475-litres"
8;"Rs.6.75 Lakh";"Year2016";"KMs Driven52,791";"Fuel TypeDiesel";"Seller Typedealer";"TransmissionManual";"OwnerFirst";"Mileage24.52 kmpl";"Engine1248 CC";"Seats7";"ColorGreyGear Box5 SpeedDrive TypeFWDSeating Capacity7Steering TypePowerTurning Radius5.2 metresFront Brake TypeVentilated DiscRear Brake TypeDrumTop Speed160 kmphAcceleration13.3 SecondsTyre TypeTubeless, RadialWheel Size15 InchNo Of Doors5Cargo Volume135-liters"
9;"Rs.3.5 Lakh";"Year2015";"KMs Driven27,278";"Fuel TypePetrol";"Seller Typedealer";"TransmissionManual";"OwnerFirst";"Mileage19.81 kmpl";"Engine1086 CC";"Seats5";"ColorSilverGear Box5 SpeedDrive TypeFWDSeating Capacity5Steering TypePowerTurning Radius4.7 metersFront Brake TypeVentilated DiscRear Brake TypeDrumTop Speed165 KmphAcceleration14.3 SecondsTyre TypeTubelessWheel Size13 InchNo Of Doors5Cargo Volume225-litres"
10;"Rs.6.65 Lakh";"Year2017";"KMs Driven10,312";"Fuel TypePetrol";"Seller Typedealer";"TransmissionManual";"OwnerFirst";"Mileage18.6 kmpl";"Engine1197 CC";"Seats5";"ColorSilverGear Box5 SpeedDrive TypeFWDSeating Capacity5Shock AbsorbersTypeGas FilledSteering TypePowerTurning Radius5.2 metresFront Brake TypeDiscRear Brake TypeDrumTop Speed170 KmphAcceleration13.2 SecondsTyre TypeTubelessWheel Size14 InchNo Of Doors5Cargo Volume295-litres"
